Identifier,Disease
DOID:14151,spinal cord melanoma
DOID:0060202,amyotrophic lateral sclerosis type 11
DOID:0060203,amyotrophic lateral sclerosis type 12
DOID:0060200,amyotrophic lateral sclerosis type 9
DOID:0060201,amyotrophic lateral sclerosis type 10
DOID:0060206,amyotrophic lateral sclerosis type 15
DOID:0060207,amyotrophic lateral sclerosis type 16
DOID:0060204,amyotrophic lateral sclerosis type 13
DOID:0060205,frontotemporal dementia and/or amyotrophic lateral sclerosis-6
DOID:9362,status asthmaticus
DOID:0060198,amyotrophic lateral sclerosis type 6
DOID:9365,vesiculitis
DOID:0060199,amyotrophic lateral sclerosis type 7
DOID:0112341,hereditary spastic paraplegia 80
DOID:0112340,craniotubular dysplasia ikegawa type
DOID:0112343,hereditary spastic paraplegia 82
DOID:0112342,hereditary spastic paraplegia 86
DOID:0112345,hereditary spastic paraplegia 85
DOID:0112344,hereditary spastic paraplegia 79b
DOID:0112347,hereditary spastic paraplegia 84
DOID:0112346,hereditary spastic paraplegia 83
DOID:0112349,hereditary spastic paraplegia 81
DOID:0112348,hereditary spastic paraplegia 78
DOID:6675,obsolete menopausal syndrome
DOID:0060194,amyotrophic lateral sclerosis type 2
DOID:0060849,osteoporosis-pseudoglioma syndrome
DOID:0080946,retinal dystrophy with leukodystrophy
DOID:0060195,amyotrophic lateral sclerosis type 3
DOID:1983,obsolete mononegavirales infectious disease
DOID:0050542,charcot-marie-tooth disease type x
DOID:0050091,obsolete disseminated paracoccidioidomycosis
DOID:0050540,charcot-marie-tooth disease type 3
DOID:0050541,charcot-marie-tooth disease type 4
DOID:0050546,congenital adrenal insufficiency
DOID:0050547,familial medullary thyroid carcinoma
DOID:0050096,tinea barbae
DOID:0050097,ectothrix infectious disease
DOID:0050098,obsolete microsporum audouinii tinea capitis
DOID:0050099,obsolete microsporum canis tinea capitis
DOID:0050548,hereditary sensory neuropathy
DOID:0050549,saldino-noonan syndrome
DOID:13468,obsolete primary genital syphilis
DOID:1022,pinta disease
DOID:0110076,arrhythmogenic right ventricular dysplasia 8
DOID:1791,peritoneal carcinoma
DOID:0110324,hypertrophic cardiomyopathy 18
DOID:0060840,isolated microphthalmia 1
DOID:1792,pancreas lymphoma
DOID:10340,obsolete residual subchronic schizophrenia
DOID:0060841,isolated microphthalmia 8
DOID:4696,intraneural perineurioma
DOID:4697,perineurioma
DOID:4694,obsolete malignant peripheral nerve neoplasm
DOID:4692,endophthalmitis
DOID:10471,patellar tendinitis
DOID:10472,obsolete candidal pneumonia
DOID:10473,obsolete wrist or carpus enthesopathy
DOID:0060843,hereditary neuropathy with liability to pressure palsies
DOID:0080135,multiple mitochondrial dysfunctions syndrome 3
DOID:4698,nerve root neoplasm
DOID:4699,epicardium cancer
DOID:0050898,phalanx chondroma
DOID:0050899,brain stem medulloblastoma
DOID:1024,leprosy
DOID:0050328,congenital hypothyroidism
DOID:0050329,obsolete mental disorder
DOID:0050890,synucleinopathy
DOID:0050327,obsolete peripheral dysostosis
DOID:0050892,adrenal gland pheochromocytoma
DOID:0050893,gallbladder adenoma
DOID:0050894,ameloblastoma
DOID:0050895,bone ameloblastoma
DOID:0050896,bone squamous cell carcinoma
DOID:0050897,bone chondrosarcoma
DOID:5349,central nervous system adult germ cell tumor
DOID:5348,adult endodermal sinus tumor
DOID:9120,amyloidosis
DOID:5343,central nervous system endodermal sinus tumor
DOID:5342,childhood endodermal sinus tumor
DOID:5341,pineal region yolk sac tumor
DOID:5340,anterograde amnesia
DOID:5347,obsolete mediastinal non-seminomatous germ cell cancer
DOID:5346,obsolete mediastinal endodermal sinus tumor
DOID:5345,testicular non-seminomatous germ cell cancer
DOID:5344,testicular yolk sac tumor
DOID:4438,central nervous system germinoma
DOID:4439,central nervous system germ cell tumor
DOID:4349,obsolete complications occurring mainly in the course of labor and delivery
DOID:10788,obsolete osteitis condensans
DOID:4432,pancreatic somatostatinoma
DOID:10787,premature menopause
DOID:10784,queensland tick typhus
DOID:4347,lymphocele
DOID:10782,mesenteric lymphadenitis
DOID:10783,methemoglobinemia
DOID:10780,primary polycythemia
DOID:4435,cavernous sinus meningioma
DOID:0081045,frontonasal dysplasia 1
DOID:0081044,frontonasal dysplasia
DOID:0081047,frontonasal dysplasia 3
DOID:0081046,frontonasal dysplasia 2
DOID:0081041,b-cell prolymphocytic leukemia
DOID:0081043,fetal akinesia deformation sequence syndrome x-linked
DOID:0081042,t-cell prolymphocytic leukemia
DOID:0081049,hepatosplenic t-cell lymphoma
DOID:0081048,congenital limbs-face contractures-hypotonia-developmental delay syndrome
DOID:0060197,amyotrophic lateral sclerosis type 5
DOID:0110206,charcot-marie-tooth disease dominant intermediate f
DOID:0112178,mayer-rokitansky-kuster-hauser syndrome type 1
DOID:0050934,ovarian clear cell carcinoma
DOID:0112179,mayer-rokitansky-kuster-hauser syndrome type 2
DOID:7613,sarcomatosis of the meninges
DOID:7612,childhood intracortical osteosarcoma
DOID:0081368,paget's disease of bone 5
DOID:11787,chronic congestive splenomegaly
DOID:11786,splenic sequestration
DOID:11781,regular astigmatism
DOID:11783,necrosis of ear ossicle
DOID:11782,astigmatism
DOID:9095,esophagus carcinoma in situ
DOID:2978,carbohydrate metabolic disorder
DOID:2975,cystic kidney disease
DOID:2974,obsolete multicystic dysplastic kidney
DOID:2977,primary hyperoxaluria
DOID:2976,obsolete glomerular vascular disorder
DOID:2973,kidney cortex necrosis
DOID:2972,renal artery obstruction
DOID:3378,obsolete conventional central osteosarcoma
DOID:3379,metachronous osteosarcoma of the bone
DOID:14159,obstructive hydrocephalus
DOID:3374,peripheral osteosarcoma
DOID:11436,obsolete recurrent cholesteatoma post-mastoidectomy
DOID:14155,acute retrobulbar neuritis
DOID:3377,small cell osteogenic sarcoma
DOID:11432,endometriosis of ovary
DOID:11431,endometriosis of rectovaginal septum and vagina
DOID:11430,endometriosis in scar of skin
DOID:13461,urethral intrinsic sphincter deficiency
DOID:0060848,developmental and epileptic encephalopathy 9
DOID:0110078,leber congenital amaurosis 1
DOID:0110075,arrhythmogenic right ventricular dysplasia 6
DOID:0110074,arrhythmogenic right ventricular dysplasia 5
DOID:0110077,arrhythmogenic right ventricular dysplasia 9
DOID:13469,obsolete secondary cutaneous syphilis
DOID:0110071,obsolete arrhythmogenic right ventricular dysplasia 2
DOID:0110070,arrhythmogenic right ventricular dysplasia 1
DOID:0060842,isolated microphthalmia 3
DOID:0110072,arrhythmogenic right ventricular dysplasia 3
DOID:8195,hepatoid pattern testicular yolk sac tumor
DOID:8194,obsolete recurrent pediatric hepatoma
DOID:8197,obsolete ovarian dermoid cyst with melanoma
DOID:8444,obsolete nerve root and plexus disorder
DOID:8443,brachial plexus lesion
DOID:8442,paralytic ileus
DOID:8193,papillary pattern testicular yolk sac tumor
DOID:8192,obsolete recurrent vulva cancer
DOID:0081367,paget's disease of bone 4
DOID:8199,obsolete bursa syphilis
DOID:8449,obsolete vitamin b deficiency
DOID:8448,intestinal impaction
DOID:3587,pancreatic ductal carcinoma
DOID:7615,sarcomatosis
DOID:7614,meninges sarcoma
DOID:0111708,focal nonepidermolytic palmoplantar keratoderma
DOID:0111709,focal nonepidermolytic palmoplantar keratoderma 1
DOID:7611,parathyroid oncocytic adenoma
DOID:7610,mixed cell type adenoma of parathyroid
DOID:0111704,chromosome 2q37 deletion syndrome
DOID:0111705,oculoectodermal syndrome
DOID:0111706,oblique facial clefting 1
DOID:0111707,bothnian type palmoplantar keratoderma
DOID:0111700,ankyrin-b-related cardiac arrhythmia
DOID:0111701,long qt syndrome 4
DOID:0111702,loose anagen hair syndrome
DOID:0111703,familial hypertryptophanemia
DOID:3584,obsolete commensal clostridium infectious disease
DOID:0112288,spondyloepiphyseal dysplasia nishimura type
DOID:11164,band keratopathy
DOID:0110259,cataract 43
DOID:0110258,cataract 10 multiple types
DOID:8229,obsolete metastatic small intestinal adenocarcinoma
DOID:8228,obsolete metastatic extraskeletal osteosarcoma
DOID:0110251,cataract 15 multiple types
DOID:0110250,cataract 16 multiple types
DOID:0110253,cataract 14 multiple types
DOID:0110252,cataract 37
DOID:0110255,cataract 5 multiple types
DOID:0110254,cataract 25
DOID:0110257,cataract 24
DOID:0110256,cataract 21 multiple types
DOID:0070203,familial partial lipodystrophy type 5
DOID:7076,breast lipid-rich carcinoma
DOID:0070202,familial partial lipodystrophy type 2
DOID:0112289,spondyloepiphyseal dysplasia tarda with characteristic facies
DOID:0070201,miyoshi muscular dystrophy 3
DOID:2399,obsolete ovarian clear cell neoplasm
DOID:0070200,miyoshi muscular dystrophy 2
DOID:3859,obsolete relapsed medulloblastoma
DOID:0070206,familial partial lipodystrophy type 6
DOID:0070205,familial partial lipodystrophy type 4
DOID:0070204,familial partial lipodystrophy type 3
DOID:0110304,autosomal dominant limb-girdle muscular dystrophy type 2
DOID:2027,obsolete fetal or neonatal hemorrhage
DOID:0060376,joubert syndrome with orofaciodigital defect
DOID:2025,gestational choriocarcinoma
DOID:2024,placental choriocarcinoma
DOID:2022,obsolete metastatic neoplasm to the placenta
DOID:2021,placenta cancer
DOID:8223,penile urethral cancer
DOID:8222,obsolete adenocarcinoma in tubular adenoma
DOID:8221,upper clivus meningioma
DOID:0060603,isolated anhidrosis with normal sweat glands
DOID:6879,obsolete hamartoma of apocrine sweat gland
DOID:0111041,glycogen storage disease ixb
DOID:6870,obsolete cockade nevus
DOID:6871,spinal cord neuroblastoma
DOID:6872,spinal cord primitive neuroectodermal neoplasm
DOID:6873,skin tag
DOID:6874,obsolete type 1a alps
DOID:6876,obsolete mixed childhood rhabdomyosarcoma
DOID:2394,ovarian cancer
DOID:0111854,primary ciliary dyskinesia 39
DOID:0111855,primary ciliary dyskinesia 42
DOID:0111856,primary ciliary dyskinesia 43
DOID:0111857,primary ciliary dyskinesia 45
DOID:0111850,primary ciliary dyskinesia 36
DOID:0111851,primary ciliary dyskinesia 44
DOID:0111852,primary ciliary dyskinesia 38
DOID:0111853,primary ciliary dyskinesia 40
DOID:8224,central breast papilloma
DOID:0111858,primary ciliary dyskinesia 41
DOID:0111859,"midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis"
DOID:0111040,glycogen storage disease ixd
DOID:1618,breast fibroadenoma
DOID:1614,male breast cancer
DOID:1616,benign eccrine breast spiradenoma
DOID:3342,bone inflammation disease
DOID:1612,breast cancer
DOID:7479,duodenal somatostatinoma
DOID:7473,obsolete recurrent malignant pleural mesothelioma
DOID:7472,obsolete recurrent nevus
DOID:7471,obsolete deep penetrating nevus
DOID:7470,obsolete neural nevus
DOID:7475,diverticulitis
DOID:7474,malignant pleural mesothelioma
DOID:6708,obsolete recurrent ovarian epithelial cancer
DOID:6702,obsolete recurrent stomach cancer
DOID:6703,gastric pylorus carcinoma
DOID:6700,gastric fundus carcinoma
DOID:6706,tubular variant testicular seminoma
DOID:6707,malignant triton tumor
DOID:6704,obsolete anaplastic gastric carcinoma
DOID:6705,gastric body carcinoma
DOID:0050151,obsolete tracheobronchial tuberculosis
DOID:0050150,pontiac fever
DOID:0050153,pulmonary aspergilloma
DOID:0050152,aspiration pneumonia
DOID:0050155,sensory system disease
DOID:0050154,obsolete mycoplasmal pneumonia
DOID:0050157,cryptogenic organizing pneumonia
DOID:0050156,idiopathic pulmonary fibrosis
DOID:0050159,lymphoid interstitial pneumonia
DOID:0050158,desquamative interstitial pneumonia
DOID:280,obsolete ear tuberculosis
DOID:14756,vascular type ehlers-danlos syndrome
DOID:283,obsolete leukemic reticuloendotheliosis of intra-abdominal lymph nodes
DOID:284,obsolete malignant neoplasm of abdomen
DOID:285,hairy cell leukemia
DOID:287,obsolete vision disorder
DOID:288,endometriosis of uterus
DOID:289,endometriosis
DOID:0112280,spondyloepiphyseal dysplasia
DOID:0060815,miles-carpenter syndrome
DOID:12491,vagus nerve disease
DOID:9471,meningitis
DOID:9470,bacterial meningitis
DOID:9473,mononeuritis of lower limb
DOID:9477,pulmonary embolism
DOID:9476,sheehan syndrome
DOID:9478,postpartum depression
DOID:0060814,wilson-turner syndrome
DOID:3613,canavan disease
DOID:3612,retinitis
DOID:3963,thyroid gland carcinoma
DOID:3610,breast mucinous carcinoma
DOID:3965,merkel cell carcinoma
DOID:3964,trabecular follicular adenocarcinoma
DOID:3615,infiltrating angiolipoma
DOID:3614,kallmann syndrome
DOID:3969,thyroid gland papillary carcinoma
DOID:3968,papillary follicular thyroid adenocarcinoma
DOID:3618,epidural spinal canal neoplasm
DOID:5750,endometrial serous adenocarcinoma
DOID:5751,pancreatic serous cystadenocarcinoma
DOID:5752,cervical serous adenocarcinoma
DOID:5757,endocervicitis
DOID:5758,malignant mesenchymoma
DOID:5759,sebaceous gland neoplasm
DOID:0110813,hereditary spastic paraplegia 62
DOID:0110812,hereditary spastic paraplegia 61
DOID:0110811,hereditary spastic paraplegia 6
DOID:0110810,hereditary spastic paraplegia 5a
DOID:0110817,hereditary spastic paraplegia 72a
DOID:0110816,hereditary spastic paraplegia 7
DOID:0112088,nuclear type mitochondrial complex i deficiency 21
DOID:0112089,nuclear type mitochondrial complex i deficiency 11
DOID:0112086,nuclear type mitochondrial complex i deficiency 26
DOID:0112087,nuclear type mitochondrial complex i deficiency 23
DOID:0110819,hereditary spastic paraplegia 74
DOID:0110818,hereditary spastic paraplegia 73
DOID:0112082,nuclear type mitochondrial complex i deficiency 4
DOID:0112083,nuclear type mitochondrial complex i deficiency 2
DOID:0112080,nuclear type mitochondrial complex i deficiency 32
DOID:0112081,nuclear type mitochondrial complex i deficiency 8
DOID:0081218,autosomal recessive intellectual developmental disorder 74
DOID:0081219,autosomal recessive intellectual developmental disorder 57
DOID:9617,orthostatic proteinuria
DOID:0081210,autosomal recessive intellectual developmental disorder 46
DOID:0081211,autosomal recessive intellectual developmental disorder 47
DOID:0081212,autosomal recessive intellectual developmental disorder 48
DOID:0081213,autosomal recessive intellectual developmental disorder 50
DOID:0081214,autosomal recessive intellectual developmental disorder 51
DOID:0081215,autosomal recessive intellectual developmental disorder 52
DOID:0081216,autosomal recessive intellectual developmental disorder 54
DOID:0081217,autosomal recessive intellectual developmental disorder 56
DOID:0080039,axial osteomalacia
DOID:0080038,pycnodysostosis
DOID:0080033,craniometaphyseal dysplasia
DOID:0080032,craniodiaphyseal dysplasia
DOID:0080031,fibrous dysplasia
DOID:0080030,"spondyloepimetaphyseal dysplasia, missouri type"
DOID:0080037,worth syndrome
DOID:0080036,sost-related sclerosing bone dysplasia
DOID:0080034,obsolete endosteal hyperostosis
DOID:0060185,clostridium difficile colitis
DOID:0111121,nephronophthisis 13
DOID:0111122,nephronophthisis 14
DOID:0070081,schizophrenia 5
DOID:0070080,schizophrenia 4
DOID:0070083,schizophrenia 7
DOID:0070082,schizophrenia 6
DOID:0070085,schizophrenia 9
DOID:0070084,schizophrenia 8
DOID:0070087,schizophrenia 11
DOID:0070086,schizophrenia 10
DOID:0070089,schizophrenia 13
DOID:0070088,schizophrenia 12
DOID:2562,suppurative periapical periodontitis
DOID:8055,obsolete recurrent urethral cancer
DOID:2560,morphine dependence
DOID:8057,olfactory groove meningioma
DOID:8050,bladder tubulo-cystic clear cell adenocarcinoma
DOID:8051,bladder papillary clear cell adenocarcinoma
DOID:2565,macular corneal dystrophy
DOID:0111123,nephronophthisis 15
DOID:2568,cervicitis
DOID:2569,retinal drusen
DOID:8058,pituitary stalk meningioma
DOID:2452,thrombophilia
DOID:10646,schizotypal personality disorder
DOID:10645,obsolete chronic state latent schizophrenia with acute exacerbation
DOID:10649,acute inferolateral myocardial infarction
DOID:10648,acute inferoposterior infarction
DOID:2450,central retinal vein occlusion
DOID:0111289,psoriasis 10
DOID:0111288,psoriasis 8
DOID:2451,protein s deficiency
DOID:0111281,psoriasis 15
DOID:0111280,psoriasis 4
DOID:0111283,psoriasis 3
DOID:0111282,psoriasis 5
DOID:0111285,psoriasis 11
DOID:0111284,psoriasis 9
DOID:0111287,psoriasis 13
DOID:0111286,psoriasis 1
DOID:7134,esophagus small cell carcinoma
DOID:2986,iga glomerulonephritis
DOID:12107,obsolete primary retinal cyst
DOID:2455,angular blepharoconjunctivitis
DOID:2706,synovium cancer
DOID:3451,skin carcinoma
DOID:2704,malignant giant cell tumor of the tendon sheath
DOID:449,obsolete head neoplasm
DOID:2702,pigmented villonodular synovitis
DOID:2703,synovitis
DOID:2700,mucinous adenofibroma
DOID:2701,nodular tenosynovitis
DOID:910,occipital lobe neoplasm
DOID:0110752,type 1 diabetes mellitus 13
DOID:440,neuromuscular disease
DOID:913,atrophic muscular disease
DOID:446,primary hyperaldosteronism
DOID:447,renal tubular transport disease
DOID:916,liver benign neoplasm
DOID:445,bartter disease
