Identifier,Disease
intracranial tuberculoma,{DOID:1638}
pineal region mature teratoma,{DOID:6857}
neoplasm of middle ear,{DOID:5099}
drug-induced psychosis,{DOID:1742}
pelizaeus-merzbacher-like disease due to aimp1 mutation,{DOID:0060790}
renal osteogenic sarcoma,{DOID:5983}
histoplasmosis meningitis,{DOID:12246}
lobster-claw deformity,{DOID:0090020}
osteochondritis dissecans,{DOID:84}
ttd-p,{DOID:2960}
disease due to reovirus (disorder),{DOID:1334}
primary ciliary dyskinesia 19 with or without situs inversus,{DOID:0110608}
ekc,{DOID:13014}
deprivation amblyopia,{DOID:10378}
mucinous tumor of ovary,{DOID:6067}
reticulosarcoma of intra-abdominal lymph nodes,{DOID:8770}
rosacea conjunctivitis,{DOID:9709}
lipogranuloma (morphologic abnormality),{DOID:4425}
bisphosphoglyceromutase deficiency,{DOID:0111630}
chronic pharyngitis,{DOID:2275}
autosomal dominant spastic paraplegia 38,{DOID:0110789}
autosomal dominant spastic paraplegia 37,{DOID:0110788}
autosomal dominant spastic paraplegia 36,{DOID:0110787}
cfc4,{DOID:0111463}
lingual goiter,{DOID:13196}
cfc3,{DOID:0111462}
"malignant neoplasm of rectum, rectosigmoid junction and anus nos (disorder)",{DOID:10238}
x-linked amelogenesis imperfecta hypoplastic/hypomaturation 1,{DOID:0110058}
"mental retardation, x-linked, syndromic 32",{DOID:0060828}
"mental retardation, x-linked, syndromic 34",{DOID:0060817}
cataract 15 multiple types,{DOID:0110251}
bixler syndrome,{DOID:14670}
ischemia,{DOID:326}
prion disease pathway,{DOID:649}
small intestine neuroendocrine neoplasm,{DOID:4434}
crouzon syndrome-acanthosis nigricans syndrome,{DOID:0111161}
localized giant cell tumor of tenosynovium,{DOID:2701}
obsolete bunyaviridae infectious disease,{DOID:1332}
somatostatinoma,{DOID:4430}
autosomal recessive primary immunodeficiency due to rorc mutation,{DOID:0111940}
ar-cmt2b2,{DOID:0110179}
retinal cone dystrophy,{DOID:0050795}
malignant neoplasm of breast,{DOID:1612}
primary ovarian insufficiency 9,{DOID:0080866}
macrodactylia,{DOID:11806}
edmd1,{DOID:0070246}
capillary disease,{DOID:1271}
sex cord-stromal neoplasm,{DOID:192}
arcs2,{DOID:0111354}
myeloid neoplasm,{DOID:0070004}
transient cerebral ischemia,{DOID:224}
cervical adenitis,{DOID:4637}
rhabdomyosarcoma of the breast,{DOID:4060}
congenital muscular dystrophy due to lmna mutation,{DOID:0110640}
sps,{DOID:0111382}
scleritis,{DOID:13452}
primary optic atrophy,{DOID:10627}
carbuncle and furuncle of trunk,{DOID:2176}
xanthine dehydrogenase deficiency,{DOID:0060236}
tumor of cerebrum,{DOID:368}
hemangioblastoma,{DOID:5241}
mixed epithelial tumor of ovary,{DOID:6211}
chordoid glioma of 3rd ventricle,{DOID:3774}
x-linked cone dystrophy 1,{DOID:0111008}
x-linked cone dystrophy 2,{DOID:0111006}
msmb,{DOID:0111268}
msma,{DOID:0111269}
oligosynaptic infertility,{DOID:0070188}
cin iii - carcinoma in situ of cervix,{DOID:8991}
alcoholic delirium,{DOID:8639}
dfnb18a,{DOID:0110473}
dfnb18b,{DOID:0110474}
immunodeficiency 57 with autoinflammation,{DOID:0111952}
obsolete hepatitis virus related hepatocellular carcinoma,{DOID:5017}
relapsed epithelioid sarcoma,{DOID:8219}
uveal coloboma-cleft lip and palate-intellectual disability,{DOID:0111249}
myxosarcoma,{DOID:4136}
candidal endocarditis (disorder),{DOID:13526}
obsolete haemophilus influenzae pneumonia,{DOID:10527}
age related maculopathy,{DOID:10871}
folliculitis,{DOID:4409}
epidermoid cell carcinoma of penis,{DOID:5518}
"acromesomelic dysplasia, hunter-thompson type",{DOID:0080051}
obsolete epilepsia partialis continua,{DOID:11349}
aneruptive fever,{DOID:0050484}
frank-ter haar syndrome,{DOID:0111789}
"nemaline myopathy 4, autosomal dominant",{DOID:0110932}
acute megakaryocytic leukemia,{DOID:8761}
antopol disease,{DOID:0050437}
alzheimer's disease 7,{DOID:0110039}
bruton disease,{DOID:14179}
retinitis pigmentosa 38,{DOID:0110367}
neurotic disorder,{DOID:4964}
antepartum late vomiting of pregnancy,{DOID:9878}
dercum disease,{DOID:3928}
female-restricted syndromic x-linked intellectual disability 99,{DOID:0112025}
cold,{DOID:3083}
neuroferritinopathy,{DOID:0110737}
glossopharyngeal neuralgia,{DOID:14423}
absent tibia-polydactyly syndrome,{DOID:0111564}
imd18,{DOID:0111971}
imd19,{DOID:0111972}
caitlin marks,{DOID:0060285}
prostate stromal sarcoma,{DOID:7152}
imd16,{DOID:0111935}
imd17,{DOID:0111973}
imd10,{DOID:0111970}
imd12,{DOID:0111988}
imd13,{DOID:0111987}
isolated succinate-ubiquinone reductase deficiency,{DOID:0060537}
"toxic epidermal necrolysis, subcorneal type",{DOID:9063}
myeloid and lymphoid neoplasms with pdgfra rearrangement,{DOID:0080165}
cmv retinitis,{DOID:0080160}
atfb,{DOID:0050650}
brittle hair-mental deficiency syndrome,{DOID:0111874}
"charcot-marie-tooth disease, axonal, type 2ee",{DOID:0111559}
vaginal yolk sac tumor,{DOID:1910}
osteochondromatosis,{DOID:4624}
lesch-nyhan syndrome,{DOID:1919}
lentiginosis profusa syndrome,{DOID:14291}
cranioectodermal dysplasia 4,{DOID:0080806}
nelson syndrome,{DOID:4968}
non-toxic nodular goiter (disorder),{DOID:13194}
factor v quebec,{DOID:0111050}
chondroblastoma,{DOID:2649}
korsakoff's psychosis,{DOID:10915}
primary iga nephropathy,{DOID:2986}
ornithine translocase deficiency,{DOID:0050720}
mikulicz's disease,{DOID:12900}
syndromic x-linked intellectual disorder lujan-fryns-type,{DOID:0080985}
chicago disease,{DOID:12663}
dejerine-thomas syndrome,{DOID:14784}
prinzmetal's angina,{DOID:0111151}
pediatric ovarian germ cell neoplasm,{DOID:6084}
medulloepithelioma,{DOID:4790}
sunds,{DOID:0050451}
autosomal recessive progressive external ophthalmoplegia with mitochondrial dna deletions 4,{DOID:0111516}
colon small cell carcinoma,{DOID:6727}
autosomal recessive progressive external ophthalmoplegia with mitochondrial dna deletions 2,{DOID:0111515}
autosomal recessive progressive external ophthalmoplegia with mitochondrial dna deletions 3,{DOID:0111523}
rhabdomyosarcoma of liver,{DOID:4047}
mosquito-borne hemorrhagic fever,{DOID:1301}
asd6,{DOID:0110111}
"homogentisate 1,2-dioxygenase deficiency",{DOID:9270}
sarcomatoid squamous cell skin carcinoma,{DOID:5536}
hereditary elliptocytosis,{DOID:2373}
"myeloid and lymphoid neoplasms with eosinophilia and abnormalities of platelet-derived growth factor receptor alpha (pdgfra), platelet-derived growth factor receptor beta (pdgfrb), and fibroblast growth factor receptor-1 (fgfr1) are a group of hematologic neoplasms",{DOID:0080164}
"hydrometrocolpos, postaxial polydactyly, and congenital heart malformation",{DOID:0111255}
malignant neoplasm of cervical esophagus,{DOID:1111}
venereal disease of pharynx due to chlamydia trachomatis,{DOID:12538}
autosomal recessive spastic paraplegia type 49,{DOID:0110801}
autosomal recessive spastic paraplegia type 48,{DOID:0110800}
normal pressure hydrocephalus,{DOID:1572}
senile systemic amyloidosis,{DOID:0080937}
autosomal recessive spastic paraplegia type 43,{DOID:0110795}
basal cell nevus with comedones,{DOID:6808}
autosomal recessive spastic paraplegia type 46,{DOID:0110798}
anterograde amnesia,{DOID:5340}
tubular variant testicular seminoma,{DOID:6706}
rpl15-related diamond-blackfan anemia,{DOID:0111882}
leukoencephalopathy with thalamus and brainstem involvement and high lactate,{DOID:0111493}
amelogenesis imperfecta hypomaturation type 2a2,{DOID:0110060}
glycoprotein vi deficiency,{DOID:0111057}
amelogenesis imperfecta hypomaturation type 2a4,{DOID:0110062}
amelogenesis imperfecta hypomaturation type 2a5,{DOID:0110063}
congenital dyserythropoietic anemia type 4,{DOID:0111400}
vasopressin defective diabetes insipidus,{DOID:12388}
congenital dyserythropoietic anemia type 1,{DOID:0111396}
lipoid storage diseas,{DOID:9455}
congenital dyserythropoietic anemia type 3,{DOID:0111399}
congenital dyserythropoietic anemia type 2,{DOID:0111401}
feps1,{DOID:0111729}
achromatopsia 7,{DOID:0110009}
achromatopsia 4,{DOID:0110010}
feps2,{DOID:0111730}
achromatopsia 2,{DOID:0110007}
achromatopsia 3,{DOID:0110008}
letterer-siwe disease of lymph nodes of inguinal region amd/or lower limb,{DOID:2571}
mandibulfacial dysostosis with postaxial limb anomalies,{DOID:0111259}
anterior spinal artery syndrome,{DOID:6712}
hereditary wilms tumor,{DOID:5183}
thunderstorm triggered asthma,{DOID:0080825}
molar pregnancy,{DOID:3590}
acute urate nephropathy,{DOID:580}
obsolete latent schizophrenia in remission,{DOID:11308}
enlarged parietal foramina,{DOID:0060285}
congenital dyserythropoietic anemia type i,{DOID:0111396}
acute ulceromembranous gingivitis,{DOID:13924}
childhood sarcoma botryoides of the vulva,{DOID:6789}
"malaria complicating pregnancy, childbirth, or the puerperium",{DOID:2177}
squamous cell papilloma,{DOID:139}
retroverted incarcerated gravid uterus - delivered,{DOID:12727}
kerasin thesaurismosis,{DOID:1926}
thrombophlebitis of deep femoral vein,{DOID:12282}
"hodgkin's disease, mixed cellularity of lymph nodes of head, face and/or neck (disorder)",{DOID:9227}
perceptive hearing loss,{DOID:10003}
testicular disease,{DOID:2519}
testicular seminoma pure,{DOID:5842}
postnatal depression,{DOID:9478}
exposure keratitis,{DOID:9461}
mycoplasma infection (disorder),{DOID:5461}
cervical lymphoepithelioma-like carcinoma,{DOID:7598}
malignant endometrial neoplasm,{DOID:1380}
cdcbm56,{DOID:0090136}
microcephaly and chorioretinopathy 2,{DOID:0080106}
hyperdibasic aminoaciduria,{DOID:0060439}
obsolete herpes zoster meningitis,{DOID:8915}
mrx50,{DOID:0112029}
obsolete acute erythremia and erythroleukemia in remission,{DOID:1238}
cdgiis,{DOID:0112002}
autosomal dominant non-syndromic intellectual disability 29,{DOID:0070059}
acquired hemoglobin h disease,{DOID:0112125}
autosomal dominant non-syndromic intellectual disability 24,{DOID:0070054}
haemoglobin s trait,{DOID:13023}
autosomal dominant non-syndromic intellectual disability 26,{DOID:0070056}
autosomal dominant non-syndromic intellectual disability 27,{DOID:0070057}
bovine tuberculosis (disorder),{DOID:411}
autosomal dominant non-syndromic intellectual disability 21,{DOID:0070051}
autosomal dominant non-syndromic intellectual disability 22,{DOID:0070052}
autosomal dominant non-syndromic intellectual disability 23,{DOID:0070053}
cdgiia,{DOID:0070253}
cdgiib,{DOID:0070254}
cdgiic,{DOID:0070255}
cdgiid,{DOID:0070256}
obsolete alveolar soft part sarcoma metastatic,{DOID:5317}
cdgiig,{DOID:0070259}
escherichia coli infection,{DOID:2905}
ophthalmic herpes zoster infection,{DOID:8535}
mitochondrial complex v (atp synthase) deficiency nuclear type 5,{DOID:0070463}
splenic manifestation of hairy cell leukemia,{DOID:709}
2019-ncov infection,{DOID:0080600}
malignant neoplasm of cardia of stomach,{DOID:10548}
obsolete congenital ichthyosiform erythroderma,{DOID:1699}
obsolete diffuse leiomyomatosis syndrome,{DOID:6681}
epidermoid carcinoma of the larynx,{DOID:2876}
chemical pneumonitis,{DOID:3240}
cortrd,{DOID:0090139}
obsolete yersinia enterocolitica intestinal infectious disease,{DOID:12133}
autosomal recessive intellectual developmental disorder 25,{DOID:0081198}
combined immunodeficiency due to ox40 deficiency,{DOID:0111935}
msmd due to complete interferon gamma receptor 2 deficiency,{DOID:0111995}
ws2e with or without neurological involvement,{DOID:0110956}
oculomotor nerve tumor,{DOID:2817}
sarcoma of corpus uteri,{DOID:5165}
integrin activation deficiency disease,{DOID:0110912}
lymphoma of the gallbladder,{DOID:8135}
leptomeningeal angiomatosis,{DOID:0111563}
"hodgkin's disease, lymphocytic depletion of lymph nodes of inguinal region and lower limb (disorder)",{DOID:8627}
periocular meningioma,{DOID:8030}
obsolete drug abstinence syndrome or symptom,{DOID:9829}
pleuropulmonary blastoma familial tumor susceptibility syndrome,{DOID:0081063}
dacryocystocele,{DOID:9939}
eyelid disease,{DOID:530}
obsolete alternating esotropia with v pattern,{DOID:9891}
ebmd,{DOID:0060447}
peripheral uveoretinitis,{DOID:12732}
carbocaine allergy,{DOID:0040010}
common variable agammaglobulinemia,{DOID:12177}
grade iii astrocytic tumor,{DOID:3078}
miner's elbow,{DOID:12581}
familial febrile convulsions 11,{DOID:0111308}
familial febrile convulsions 10,{DOID:0111304}
congenital myopathy 10a,{DOID:0111333}
congenital myopathy 10b,{DOID:0081345}
syphilitic myocarditis (disorder),{DOID:11732}
"residual schizophrenia, subchronic state",{DOID:10340}
achondrogenesis,{DOID:0080043}
prolonged electroretinal response suppression 2,{DOID:0070364}
substance-induced psychosis,{DOID:8646}
prolonged electroretinal response suppression 1,{DOID:0070363}
chromosome 15q25 deletion syndrome,{DOID:0060396}
obsolete venous problem,{DOID:390}
"diabetes mellitus type i [juvenile type], uncontrolled, with renal manifestations",{DOID:2574}
obsolete metastatic testicular cancer,{DOID:6563}
gand syndrome,{DOID:0070048}
obsolete parvoviridae infectious disease,{DOID:2936}
hypersensitivity reaction disease,{DOID:0060056}
allan-herndon-dudley syndrome,{DOID:0050631}
postinfectious polyneuritis,{DOID:12842}
orofacial cleft 15,{DOID:0080408}
orofacial cleft 14,{DOID:0080407}
orofacial cleft 13,{DOID:0080406}
orofacial cleft 12,{DOID:0080405}
orofacial cleft 11,{DOID:0080404}
orofacial cleft 10,{DOID:0080403}
waardenburg syndrome type 2b,{DOID:0110947}
tuberculous abscess of brain,{DOID:1638}
waardenburg syndrome type 2a,{DOID:0110950}
cystoma,{DOID:2634}
nomid syndrome,{DOID:0090029}
"polydactyly with neonatal chondrodystrophy, type ii",{DOID:0110092}
obsolete metastatic carcinoma from the small bowel,{DOID:8309}
dyslexia,{DOID:4428}
leukaemia myelogenous,{DOID:8692}
obsolete alveolar soft part sarcoma nonmetastatic,{DOID:5316}
t-cell large granular lymphocyte leukaemia,{DOID:0050751}
autosomal dominant keratitis-ichthyosis-deafness syndrome,{DOID:0060871}
long eyelashes-intellectual disability syndrome,{DOID:0111271}
obsolete peters-plus syndrome,{DOID:0070312}
breast mucoepidermoid carcinoma,{DOID:4679}
papillary mucinous cystadenoma (morphologic abnormality),{DOID:2676}
arteriosclerotic vascular disease,{DOID:2349}
bullous ichthyosiform erythroderma,{DOID:4603}
apolipoprotein a-i deficiency,{DOID:0080958}
pci deficiency,{DOID:0111698}
deafness and myopia syndrome,{DOID:0111628}
encephalitozoonosis,{DOID:4270}
primary systemic amyloidosis,{DOID:0080933}
long qt syndrome 9,{DOID:0110650}
long qt syndrome 4,{DOID:0111701}
long qt syndrome 5,{DOID:0110647}
long qt syndrome 6,{DOID:0110648}
long qt syndrome 7,{DOID:0050434}
long qt syndrome 1,{DOID:0110644}
long qt syndrome 2,{DOID:0110645}
long qt syndrome 3,{DOID:0110646}
fredrickson type i lipaemia,{DOID:14118}
b-lymphoblastic leukemia/lymphoma with tcf3-pbx1,{DOID:0080649}
hereditary spastic paraparesis,{DOID:2476}
mirror hands and feets-nasal defects syndrome,{DOID:0111350}
urethra disease,{DOID:732}
lad1 variant,{DOID:0110912}
"46,xy disorder of sex development due to lhb deficiency",{DOID:0090091}
beta-propeller protein-associated neurodegeneration,{DOID:0110739}
otosalpingitis,{DOID:2000}
chronic recurrent multifocal osteomyelitis,{DOID:0060645}
pts deficiency,{DOID:0090106}
abducens palsy,{DOID:10865}
glaucomatous atrophy [cupping] of optic disc,{DOID:10337}
obsolete arthrogryposis due to muscular dystrophy,{DOID:0110631}
cmh12,{DOID:0110318}
fallopian tube teratoma,{DOID:5564}
obsolete hodgkin's paragranuloma involving spleen,{DOID:8825}
adenocarcinoma with productive fibrosis,{DOID:4024}
vagina sarcoma,{DOID:1901}
obsolete choroidal rupture,{DOID:10760}
fredrickson type iv hyperlipoproteinemia,{DOID:1172}
distal muscular dystrophy with anterior tibial onset,{DOID:0111187}
intestinal schistosomiasis,{DOID:0050597}
traps,{DOID:0090018}
ulceration of vulva,{DOID:12566}
atrio-digital syndrome,{DOID:0060468}
dysplastic gangliocytoma of cerebellum,{DOID:6457}
bone disease,{DOID:0080001}
ctdi,{DOID:0112340}
scarlet fever,{DOID:8596}
skin carcinoma in situ,{DOID:8687}
hnpcc2,{DOID:0070274}
hnpcc1,{DOID:0070271}
hnpcc6,{DOID:0070273}
hnpcc7,{DOID:0070276}
hnpcc4,{DOID:0070275}
hnpcc5,{DOID:0070272}
hnpcc8,{DOID:0070270}
postablative testicular hypofunction (disorder),{DOID:11018}
"small non-cleaved cell lymphoma, burkitt's type",{DOID:8584}
lad1,{DOID:0110910}
lad3,{DOID:0110912}
short-rib thoracic dysplasia 5 with or without polydactyly,{DOID:0110089}
glutamate-aspartate transport defect,{DOID:0060650}
oligochiasmatic infertility,{DOID:0070188}
cid due to pgm3 deficiency,{DOID:0111953}
xfeps,{DOID:0060590}
papillary eccrine adenoma,{DOID:5446}
malignant tumour of undescended testis,{DOID:12276}
pediatric renal tumor,{DOID:3675}
malignant tumor of pulmonary artery,{DOID:175}
physical disorder,{DOID:0080015}
perforated peptic ulcer,{DOID:752}
lada,{DOID:0080846}
acute gastric ulcer with hemorrhage and with perforation but without obstruction,{DOID:10808}
obsolete recurrent manic episodes,{DOID:8521}
lymphatic system disease,{DOID:75}
obsolete skin lymphoproliferative disease,{DOID:3838}
hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome,{DOID:0060794}
torch syndrome,{DOID:0080835}
angiofollicular lymph hyperplasia,{DOID:0111157}
crystal arthropathy of ankle and/or foot,{DOID:829}
njovera,{DOID:13431}
empty sella syndrome,{DOID:3642}
"arthrogryposis, renal dysfunction, and cholestasis 1",{DOID:0111353}
congenital mitral regurgitation,{DOID:11502}
"arthrogryposis, renal dysfunction, and cholestasis 2",{DOID:0111354}
cdcbm3,{DOID:0090134}
cdcbm2,{DOID:0090133}
cdcbm1,{DOID:0090137}
cdcbm7,{DOID:0090132}
cdcbm5,{DOID:0090135}
cdcbm4,{DOID:0090138}
periapical abscess,{DOID:2562}
interstitial myocarditis,{DOID:817}
obsolete gonococcal eye infectious disease,{DOID:9385}
diastrophic dysplasia,{DOID:14687}
hypochromic microcytic anemia,{DOID:0050642}
blomstrand lethal chondrodysplasia,{DOID:0060387}
multiple epiphyseal dysplasia with bilateral patellae,{DOID:0070300}
splenic disease,{DOID:2529}
bone structure disease,{DOID:0080010}
autosomal dominant craniodiaphyseal dysplasia,{DOID:0080807}
obsolete polymyositis,{DOID:10222}
platelet alpha-granule deficiency,{DOID:0111044}
hepatitis,{DOID:2237}
trabecular adenocarcinoma,{DOID:3965}
cd3-epsilon deficiency,{DOID:0111971}
hashimoto's syndrome,{DOID:7188}
neoplasm of ethmoidal sinus,{DOID:1364}
thyroid adenoma,{DOID:2891}
